Date,BTC-USD,GLD,SPY,TLT
2022-01-04,-0.012065555013512697,0.007366515057776857,-0.00033487841637092064,-0.00415809215850782
2022-01-05,-0.050734060615097554,-0.00300766493835114,-0.01920220917801696,-0.005427730094085481
2022-01-06,-0.009366159015892994,-0.012244126909514819,-0.000939516839870258,0.002589086311850952
2022-01-07,-0.03714070469186992,0.004551137683908024,-0.0039533422122264295,-0.007188660076725473
2022-01-08,0.004235994902819673,0.0,0.0,0.0
2022-01-09,0.004256970472081845,0.0,0.0,0.0
2022-01-10,-0.0021554853640055605,0.0030402057039400354,-0.0012445512598818764,0.0024604069568412434
2022-01-11,0.021869109453241498,0.0120646549718888,0.009108404749507581,0.006661614599462018
2022-01-12,0.028389418684672707,0.002642622730480104,0.0027033911210387895,-0.0038306803815981727
2022-01-13,-0.030888714484173407,-0.0033969884760131075,-0.013778467656508808,0.008880066975119894
2022-01-14,0.011930269358978673,-0.0028796749096049457,0.000408946749429262,-0.015109806168413398
2022-01-15,0.001802778677309158,0.0,0.0,0.0
2022-01-16,-0.0014711291913973579,0.0,0.0,0.0
2022-01-17,-0.020024366790964976,0.0,0.0,0.0
2022-01-18,0.0029604828561313745,-0.001650255097062403,-0.017709640178021346,-0.014073963804430045
2022-01-19,-0.014897823244158781,0.015880526897095182,-0.010383567929790116,0.006923081186162916
2022-01-20,-0.02548634039729203,-0.0024988838330701757,-0.011067904440497323,0.0061673121935164055
2022-01-21,-0.10381165615712484,-0.0032624385581478954,-0.01963073306815699,0.01190649702003288
2022-01-22,-0.039143484680769114,0.0,0.0,0.0
2022-01-23,0.03558509252717301,0.0,0.0,0.0
2022-01-24,0.010406744495611076,0.005494198734739664,0.004246694716248056,-0.008215325559942532
2022-01-25,0.008175727030871549,0.0031971345443269072,-0.012209016364748138,-0.0016151296630744216
2022-01-26,-0.002757016878562668,-0.016166464916677392,-0.0025086346218748945,-0.012093548938516108
2022-01-27,0.007763821260712289,-0.012898211138547944,-0.004937881771517549,0.018363003894399377
2022-01-28,0.017397102127314046,-0.0029832934474428585,0.024835061364618438,0.0003495324784530407
2022-01-29,0.00936493083845824,0.0,0.0,0.0
2022-01-30,-0.005783656346668664,0.0,0.0,0.0
2022-01-31,0.01491453610450133,0.005924537392067553,0.018011208228900566,-0.005170272599140491
2022-02-01,0.00676006528835682,0.0008328835308379912,0.006756982699104075,-0.0033194731133159294
2022-02-02,-0.046209029430310355,0.0036259919505645666,0.009714016432730954,0.003386941261225296
2022-02-03,0.005456046132945147,-0.0014214062993387344,-0.023504912404369027,-0.007805606182058944
2022-02-04,0.116978066100073,0.0015420788696549614,0.0047022160858816164,-0.014742581692334444
2022-02-05,-0.001438787435204647,0.0,0.0,0.0
2022-02-06,0.023437312952531153,0.0,0.0,0.0
2022-02-07,0.033665872045371525,0.007402581993851909,-0.003209337053955652,0.0006473852940909186
2022-02-08,0.0063448528050995545,0.003056870675416823,0.008228013833442738,-0.006686063273517728
2022-02-09,0.004994545046617338,0.0033991784238243117,0.01463593620864767,0.0018821974004639141
2022-02-10,-0.01744935921313273,-0.0037965605384254753,-0.017965536200226673,-0.01589303846641188
2022-02-11,-0.026561982607033352,0.019054878321533186,-0.01971877964599289,0.014827944206092347
2022-02-12,-0.0038546734323026133,0.0,0.0,0.0
2022-02-13,-0.001111462077505676,0.0,0.0,0.0
2022-02-14,0.009228086961576842,0.005350715998122091,-0.003269376651766742,-0.012440975843210023
2022-02-15,0.04668769779745485,-0.009499848975192515,0.016126862606598236,-0.011352988921055296
2022-02-16,-0.013759752216496501,0.010284254451501385,0.0011209089573553932,0.005926899277879816
2022-02-17,-0.07788223029977337,0.013668073780773726,-0.021361342015990492,0.0074386683730998104
2022-02-18,-0.012507647384577658,-0.0007334549100845855,-0.006475268597332717,0.010526899185602234
2022-02-19,0.0022777282826873524,0.0,0.0,0.0
2022-02-20,-0.04214073972532317,0.0,0.0,0.0
2022-02-21,-0.03528620868790788,0.0,0.0,0.0
2022-02-22,0.03265642371222732,0.0020890378623359407,-0.010731546667874237,0.0026043406550122494
2022-02-23,-0.025843815613622922,0.0045072272703239324,-0.017738644823183658,-0.013781628717934424
2022-02-24,0.027778400368163814,-0.006450131470019049,0.01504926968232878,0.0006582953566540706
2022-02-25,0.022998939789759643,-0.003330678220184624,0.022063886782204722,0.0007311820614988029
2022-02-26,-0.002781397053842838,0.0,0.0,0.0
2022-02-27,-0.03568234201898368,0.0,0.0,0.0
2022-02-28,0.1454118392886461,0.010365345791119474,-0.002558574239176825,0.021918805312756362
2022-03-01,0.026888524570001016,0.018163415997793697,-0.015230296288606615,0.011561823685022121
2022-03-02,-0.009706302725009275,-0.010406339832951472,0.018396228245011192,-0.03418265354044914
2022-03-03,-0.03351981142193561,0.005953415398956663,-0.004978449355766301,0.01018552469123346
2022-03-04,-0.07806935036049167,0.015929145881701023,-0.008124687055431012,0.017263830332978847
2022-03-05,0.00671938064683042,0.0,0.0,0.0
2022-03-06,-0.024887994408395286,0.0,0.0,0.0
2022-03-07,-0.009316643885282638,0.014862865283030269,-0.029479105383615423,-0.007630240717643733
2022-03-08,0.017740259990833174,0.027358997610294145,-0.0075816222657143495,-0.010059078353452211
2022-03-09,0.08378639716414904,-0.029711176156992036,0.026810646916212155,-0.009799333975522906
2022-03-10,-0.060630954045771346,0.0031212277978962533,-0.004515482850974584,-0.014366666921039162
2022-03-11,-0.016291319622939393,-0.007027884128157469,-0.01271486065312799,0.00334638430463996
2022-03-12,0.002810649293818468,0.0,0.0,0.0
2022-03-13,-0.027101257933814904,0.0,0.0,0.0
2022-03-14,0.0480080837903738,-0.015073711931138378,-0.007308521858975903,-0.023349242043099516
2022-03-15,-0.008268101563720931,-0.01870545038411886,0.021990446033814726,-0.0017454835425604331
2022-03-16,0.04588714481344902,0.006260803404375848,0.022174088752808574,0.009807786023358744
2022-03-17,-0.00467993171076464,0.004888644573449508,0.012511165423527704,-0.007453755081428537
2022-03-18,0.020750884742987363,-0.008789852082788041,0.01095269229958018,0.01221248201992875
2022-03-19,0.009317830622209256,0.0,0.0,0.0
2022-03-20,-0.022346848712323064,0.0,0.0,0.0
2022-03-21,-0.004117262624553253,0.007640798069546317,-0.0002924383219522486,-0.023156041085657275
2022-03-22,0.031180014163224357,-0.007250775291250955,0.011701314493596904,-0.012812049024903738
2022-03-23,0.012610091153007819,0.013659661796972422,-0.012878383789010073,0.021915174077710597
2022-03-24,0.024898646221148013,0.007260367097212672,0.015074380031893986,-0.007832942416816091
2022-03-25,0.008821397620525806,-0.004095451209537915,0.004883633913159047,-0.013872975387760555
2022-03-26,0.003429583093865096,0.0,0.0,0.0
2022-03-27,0.052126312256127294,0.0,0.0,0.0
2022-03-28,0.0065678873583499,-0.018203790082975457,0.00711289123144665,0.008549645110017101
2022-03-29,0.0071661546110000085,0.00044678784846130526,0.012370957433138097,0.007552684097379414
2022-03-30,-0.008491735032190584,0.008038419372069505,-0.006174710659387128,0.007801415546052404
2022-03-31,-0.03238210822970233,0.000387595883929448,-0.01539126634924226,0.00242869757517461
2022-04-01,0.016315115388267687,-0.006365867342034592,0.002834026587099192,0.0038065149667054765
2022-04-02,-0.008917040798352427,0.0,0.0,0.0
2022-04-03,0.012745379989237415,0.0,0.0,0.0
2022-04-04,0.003640395949819908,0.004846769455083555,0.008566522441509683,-0.006949378556575958
2022-04-05,-0.02287907280900814,-0.006264842571455875,-0.012631290372804749,-0.02259248414077286
2022-04-06,-0.05156849392240015,0.002343216670796844,-0.009999334937518922,-0.008094100563006856
2022-04-07,0.006876459247305178,0.003784886240234764,0.00503899330998947,-0.007532425077302896
2022-04-08,-0.02795577079433975,0.006265969312183373,-0.0026739318791554334,-0.010830681890495408
2022-04-09,0.011693070951357853,0.0,0.0,0.0
2022-04-10,-0.013427680050824398,0.0,0.0,0.0
2022-04-11,-0.06363225953812457,0.004959463770487282,-0.017092411599727186,-0.01582510224239131
2022-04-12,0.015315083892861292,0.007676751619003053,-0.003705078943645801,-0.001380524496060409
2022-04-13,0.025906300465151855,0.004788537865617837,0.011453459776486152,0.0020330965171406756
2022-04-14,-0.029908006531745968,-0.003303550666205468,-0.012451768360592808,-0.02004563529923653
2022-04-15,0.015473675726454417,0.0,0.0,0.0
2022-04-16,-0.0031805042860567623,0.0,0.0,0.0
2022-04-17,-0.017502542356175654,0.0,0.0,0.0
2022-04-18,0.027929174608607443,0.0030971927027434454,0.0004111055173749989,-0.004968771058335042
2022-04-19,0.016571096753378534,-0.015112904376299419,0.016142695755641423,-0.007490875031727406
2022-04-20,-0.003093074404708074,0.004894947496407287,-0.0007415589998926997,0.020126239232133525
2022-04-21,-0.020471984048854197,-0.0035576001936850066,-0.014953502752384273,-0.007398648849047285
2022-04-22,-0.019420038833716236,-0.0097220932450649,-0.027439126102623,-0.006293881016992353
2022-04-23,-0.0063811726165236005,0.0,0.0,0.0
2022-04-24,-0.0004416040475622163,0.0,0.0,0.0
2022-04-25,0.025057850055308917,-0.017970993150090764,0.005797640801027626,0.010000698753784176
2022-04-26,-0.057858267871623625,0.001525017044941901,-0.028960739274762837,0.01006697827120795
2022-04-27,0.029478882606909007,-0.00755702425744631,0.0028116318124180584,-0.012825635832450888
2022-04-28,0.013575224570606004,0.005398323510093839,0.025259488919774364,0.001489478108254838
2022-04-29,-0.02926557389929385,-0.00011297696546286318,-0.036955525769973074,-0.01297301801922024
2022-04-30,-0.023179313474195662,0.0,0.0,0.0
2022-05-01,0.019997911964443782,0.0,0.0,0.0
2022-05-02,0.001565786170879102,-0.018540493535693647,0.006019271853537456,-0.017333645454306823
2022-05-03,-0.020215120218891713,0.00264926246698316,0.004583982363707939,0.006741807557361534
2022-05-04,0.051599856624237495,0.009822544372671826,0.030452948731123364,0.005509756424159962
2022-05-05,-0.07867402068901796,-0.003811138551277793,-0.03554279654561654,-0.0273984774454491
2022-05-06,-0.014606061408683924,0.0016558743678838361,-0.0059689882163506125,-0.014735313171213238
2022-05-07,-0.014954355270636377,0.0,0.0,0.0
2022-05-08,-0.040636848764922684,0.0,0.0,0.0
2022-05-09,-0.11046369999353145,-0.014479496708730832,-0.03201726527873772,0.008797655507684299
2022-05-10,0.02396125848050934,-0.008445202872691127,0.002310501231308937,0.009069517737537058
2022-05-11,-0.06725839173272163,0.008167128516088473,-0.01588590024187997,0.019272061606679936
2022-05-12,0.003849706798608521,-0.015333925720196762,-0.0010440097922940206,-0.0018653390011678095
2022-05-13,0.008102229834508146,-0.00810956630229509,0.02390780355037614,-0.01478071338804432
2022-05-14,0.027939733537411415,0.0,0.0,0.0
2022-05-15,0.03999325713567892,0.0,0.0,0.0
2022-05-16,-0.046069001557128786,0.009538483763206873,-0.004057637687789772,-0.001034389819811743
2022-05-17,0.018850785235190015,-0.006279296383541522,0.020570430045774746,-0.012083707934447574
2022-05-18,-0.05605711989808215,0.0005314848929158789,-0.04031139752015411,0.021317367710132373
2022-05-19,0.05550304428240649,0.014697234801531733,-0.0061247808104401,0.0023953150979019178
2022-05-20,-0.036734890846488066,0.0006980112537449124,0.00043650294467045825,0.011349808395778593
2022-05-21,0.007927413013061102,0.0,0.0,0.0
2022-05-22,0.030289794482822652,0.0,0.0,0.0
2022-05-23,-0.04039123144227663,0.004650369455528214,0.018710058037112454,-0.016454101892875217
2022-05-24,0.019130468401079792,0.007521859850632806,-0.007633728626341374,0.019732411623194945
2022-05-25,-0.003143576713387941,-0.006029994959596108,0.008835004811587277,0.003954042142634506
