Ticker,Cumulative Return,Annualized Volatility
BTC-USD,1.3808233524853297,0.4366920215622301
GLD,0.9301640050128364,0.12730336153135677
SPY,0.40415082759366205,0.15328843058179512
TLT,-0.32996379501514694,0.1413133676088425
